,Position,Track Name,Artist,Streams,URL,Date,Region
2872585,189,Fix You,Coldplay,4352,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-08-08,sg
2872683,87,The Scientist,Coldplay,6336,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-09,sg
2872879,83,The Scientist,Coldplay,8314,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-10,sg
2872987,191,Yellow,Coldplay,4717,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-10,sg
2873083,87,The Scientist,Coldplay,7118,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-11,sg
2873194,198,Yellow,Coldplay,4175,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-11,sg
2873281,85,The Scientist,Coldplay,6747,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-12,sg
2873384,188,Yellow,Coldplay,3975,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-12,sg
2873480,84,The Scientist,Coldplay,7059,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-13,sg
2873680,84,The Scientist,Coldplay,8040,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-14,sg
2873786,190,Yellow,Coldplay,4450,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-14,sg
2873877,81,The Scientist,Coldplay,8184,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-15,sg
2873982,186,Yellow,Coldplay,4611,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-15,sg
2873990,194,Fix You,Coldplay,4506,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-08-15,sg
2874081,85,The Scientist,Coldplay,7837,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-16,sg
2874192,196,Yellow,Coldplay,4429,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-16,sg
2874278,82,The Scientist,Coldplay,8168,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-17,sg
2874374,178,Yellow,Coldplay,4754,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-17,sg
2874489,93,The Scientist,Coldplay,7236,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-18,sg
2874686,90,The Scientist,Coldplay,6724,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-19,sg
2874778,182,Yellow,Coldplay,3995,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-19,sg
2874876,80,The Scientist,Coldplay,7237,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-20,sg
2875082,86,The Scientist,Coldplay,7731,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-21,sg
2875188,192,Yellow,Coldplay,4307,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-08-21,sg
2875279,83,The Scientist,Coldplay,8069,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-22,sg
2875485,89,The Scientist,Coldplay,7780,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-23,sg
2875683,87,The Scientist,Coldplay,7763,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-24,sg
2875894,98,The Scientist,Coldplay,6730,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-25,sg
2876093,97,The Scientist,Coldplay,6380,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-26,sg
2876279,83,The Scientist,Coldplay,6875,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-27,sg
2876482,86,The Scientist,Coldplay,7302,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-28,sg
2876679,83,The Scientist,Coldplay,7639,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-29,sg
2876883,87,The Scientist,Coldplay,7465,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-30,sg
2877089,93,The Scientist,Coldplay,7440,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-08-31,sg
2877298,102,The Scientist,Coldplay,5805,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-01,sg
2877483,87,The Scientist,Coldplay,6578,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-02,sg
2877680,84,The Scientist,Coldplay,6703,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-03,sg
2877879,83,The Scientist,Coldplay,7921,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-04,sg
2878077,81,The Scientist,Coldplay,8162,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-05,sg
2878284,88,The Scientist,Coldplay,7618,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-06,sg
2878484,88,The Scientist,Coldplay,7828,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-07,sg
2878693,97,The Scientist,Coldplay,7198,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-08,sg
2878893,97,The Scientist,Coldplay,6372,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-09,sg
2879080,84,The Scientist,Coldplay,6902,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-10,sg
2879282,86,The Scientist,Coldplay,7586,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-11,sg
2879482,86,The Scientist,Coldplay,7884,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-12,sg
2879694,98,The Scientist,Coldplay,7182,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-13,sg
2879883,87,The Scientist,Coldplay,7682,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-14,sg
2880100,104,The Scientist,Coldplay,6734,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-15,sg
2880295,99,The Scientist,Coldplay,6465,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-16,sg
2880487,91,The Scientist,Coldplay,6737,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-17,sg
2880691,95,The Scientist,Coldplay,7816,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-18,sg
2880890,94,The Scientist,Coldplay,8091,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-19,sg
2881095,99,The Scientist,Coldplay,7698,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-20,sg
2881293,97,The Scientist,Coldplay,7951,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-21,sg
2881504,108,The Scientist,Coldplay,6831,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-22,sg
2881698,102,The Scientist,Coldplay,6746,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-23,sg
2881890,94,The Scientist,Coldplay,7217,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-24,sg
2882094,98,The Scientist,Coldplay,7958,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-25,sg
2882294,98,The Scientist,Coldplay,8077,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-26,sg
2882495,99,The Scientist,Coldplay,7870,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-27,sg
2882685,89,The Scientist,Coldplay,8419,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-28,sg
2882891,95,The Scientist,Coldplay,7532,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-29,sg
2883073,77,The Scientist,Coldplay,8352,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-09-30,sg
2883150,154,Yellow,Coldplay,4977,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-09-30,sg
2883176,180,Fix You,Coldplay,4366,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-09-30,sg
2883272,76,The Scientist,Coldplay,8177,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-01,sg
2883351,155,Yellow,Coldplay,4739,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-01,sg
2883482,86,The Scientist,Coldplay,8573,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-02,sg
2883570,174,Yellow,Coldplay,5020,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-02,sg
2883674,78,The Scientist,Coldplay,8930,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-03,sg
2883761,165,Yellow,Coldplay,5285,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-03,sg
2883876,80,The Scientist,Coldplay,8789,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-04,sg
2883966,170,Yellow,Coldplay,5233,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-04,sg
2884068,72,The Scientist,Coldplay,9341,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-05,sg
2884152,156,Yellow,Coldplay,5662,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-05,sg
2884181,185,Fix You,Coldplay,4976,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-10-05,sg
2884294,98,The Scientist,Coldplay,7568,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-06,sg
2884386,190,Yellow,Coldplay,4619,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-06,sg
2884496,100,The Scientist,Coldplay,6828,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-07,sg
2884681,85,The Scientist,Coldplay,7561,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-08,sg
2884883,87,The Scientist,Coldplay,8441,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-09,sg
2884989,193,Yellow,Coldplay,4615,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-09,sg
2885085,89,The Scientist,Coldplay,8477,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-10,sg
2885183,187,Yellow,Coldplay,4858,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-10,sg
2885292,96,The Scientist,Coldplay,8100,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-11,sg
2885370,174,Yellow,Coldplay,4953,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-11,sg
2885479,83,The Scientist,Coldplay,8505,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-12,sg
2885578,182,Yellow,Coldplay,4819,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-12,sg
2885695,99,The Scientist,Coldplay,7485,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-13,sg
2885795,199,Yellow,Coldplay,4385,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-13,sg
2885890,94,The Scientist,Coldplay,6783,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-14,sg
2886077,81,The Scientist,Coldplay,7261,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-15,sg
2886285,89,The Scientist,Coldplay,8063,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-16,sg
2886484,88,The Scientist,Coldplay,7918,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-17,sg
2886583,187,Yellow,Coldplay,4619,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-17,sg
2886696,100,The Scientist,Coldplay,6649,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-18,sg
2886789,193,Yellow,Coldplay,4073,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-18,sg
2886877,81,The Scientist,Coldplay,8593,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-19,sg
2887096,100,The Scientist,Coldplay,7344,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-20,sg
2887299,103,The Scientist,Coldplay,6353,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-21,sg
2887490,94,The Scientist,Coldplay,6911,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-22,sg
2887689,93,The Scientist,Coldplay,8090,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-23,sg
2887891,95,The Scientist,Coldplay,8011,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-24,sg
2887992,196,Yellow,Coldplay,4598,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-24,sg
2888094,98,The Scientist,Coldplay,7787,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-25,sg
2888194,198,Yellow,Coldplay,4539,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-10-25,sg
2888286,90,The Scientist,Coldplay,8368,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-26,sg
2888502,106,The Scientist,Coldplay,7050,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-27,sg
2888698,102,The Scientist,Coldplay,6428,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-28,sg
2888897,101,The Scientist,Coldplay,6812,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-29,sg
2889094,98,The Scientist,Coldplay,7804,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-30,sg
2889294,98,The Scientist,Coldplay,7834,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-10-31,sg
2889496,100,The Scientist,Coldplay,7800,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-01,sg
2889684,88,The Scientist,Coldplay,8526,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-02,sg
2889918,122,The Scientist,Coldplay,7190,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-03,sg
2890119,123,The Scientist,Coldplay,6237,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-04,sg
2890318,122,The Scientist,Coldplay,6471,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-05,sg
2890520,124,The Scientist,Coldplay,7363,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-06,sg
2890718,122,The Scientist,Coldplay,7265,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-07,sg
2890919,123,The Scientist,Coldplay,7152,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-08,sg
2891107,111,The Scientist,Coldplay,7640,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-09,sg
2891319,123,The Scientist,Coldplay,6864,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-10,sg
2891528,132,The Scientist,Coldplay,5676,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-11,sg
2891717,121,The Scientist,Coldplay,6202,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-12,sg
2891912,116,The Scientist,Coldplay,7203,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-13,sg
2892111,115,The Scientist,Coldplay,7277,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-14,sg
2892319,123,The Scientist,Coldplay,7055,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-15,sg
2892499,103,The Scientist,Coldplay,7567,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-16,sg
2892718,122,The Scientist,Coldplay,6562,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-17,sg
2892926,130,The Scientist,Coldplay,5543,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-18,sg
2893111,115,The Scientist,Coldplay,6042,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-19,sg
2893316,120,The Scientist,Coldplay,7067,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-20,sg
2893513,117,The Scientist,Coldplay,7108,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-21,sg
2893726,130,The Scientist,Coldplay,6753,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-22,sg
2893890,94,The Scientist,Coldplay,7943,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-23,sg
2894107,111,The Scientist,Coldplay,7048,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-24,sg
2894310,114,The Scientist,Coldplay,5922,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-25,sg
2894497,101,The Scientist,Coldplay,6331,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-26,sg
2894697,101,The Scientist,Coldplay,7351,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-27,sg
2894898,102,The Scientist,Coldplay,7413,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-28,sg
2895113,117,The Scientist,Coldplay,6933,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-29,sg
2895298,102,The Scientist,Coldplay,7428,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-11-30,sg
2895516,120,The Scientist,Coldplay,6854,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-01,sg
2895723,127,The Scientist,Coldplay,5657,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-02,sg
2895915,119,The Scientist,Coldplay,5983,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-03,sg
2896091,95,The Scientist,Coldplay,7650,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-04,sg
2896317,121,The Scientist,Coldplay,7027,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-05,sg
2896523,127,The Scientist,Coldplay,6898,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-06,sg
2896717,121,The Scientist,Coldplay,7410,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-07,sg
2896933,137,The Scientist,Coldplay,6396,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-08,sg
2897140,144,The Scientist,Coldplay,5347,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-09,sg
2897323,127,The Scientist,Coldplay,5529,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-10,sg
2897524,128,The Scientist,Coldplay,6659,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-11,sg
2897717,121,The Scientist,Coldplay,6879,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-12,sg
2897939,143,The Scientist,Coldplay,6226,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-13,sg
2898119,123,The Scientist,Coldplay,6638,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-14,sg
2898345,149,The Scientist,Coldplay,5725,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-15,sg
2898547,151,The Scientist,Coldplay,5015,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-16,sg
2898732,136,The Scientist,Coldplay,5159,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-17,sg
2898928,132,The Scientist,Coldplay,6081,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-18,sg
2899124,128,The Scientist,Coldplay,6289,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-19,sg
2899338,142,The Scientist,Coldplay,5918,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-20,sg
2899526,130,The Scientist,Coldplay,6221,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-21,sg
2899746,150,The Scientist,Coldplay,5651,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-22,sg
2899973,177,Christmas Lights,Coldplay,4695,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-23,sg
2899977,181,The Scientist,Coldplay,4631,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-23,sg
2900108,112,Christmas Lights,Coldplay,6869,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-24,sg
2900300,104,Christmas Lights,Coldplay,6467,https://open.spotify.com/track/4fzyvSu73BhGvi96p2zwjL,2017-12-25,sg
2900534,138,The Scientist,Coldplay,5771,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-26,sg
2900735,139,The Scientist,Coldplay,5768,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-27,sg
2900923,127,The Scientist,Coldplay,6312,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-28,sg
2901140,144,The Scientist,Coldplay,5625,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-29,sg
2901349,153,The Scientist,Coldplay,4859,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-30,sg
2901552,156,The Scientist,Coldplay,4873,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-12-31,sg
2901758,162,The Scientist,Coldplay,4448,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-01,sg
2901938,142,The Scientist,Coldplay,6257,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-02,sg
2902141,145,The Scientist,Coldplay,6086,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-03,sg
2902332,136,The Scientist,Coldplay,6337,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-04,sg
2902541,145,The Scientist,Coldplay,5977,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-05,sg
2902766,170,The Scientist,Coldplay,5023,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-06,sg
2902948,152,The Scientist,Coldplay,5410,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-07,sg
2903147,151,The Scientist,Coldplay,6250,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-08,sg
2903337,141,The Scientist,Coldplay,6654,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2018-01-09,sg
2903473,77,Hymn For The Weekend - Seeb Remix,Coldplay,6363,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-01,id
2903477,81,Hymn For The Weekend,Coldplay,6168,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-01,id
2903508,112,The Scientist,Coldplay,4975,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-01,id
2903550,154,Up&Up,Coldplay,3887,https://open.spotify.com/track/31L9yLXSj6LpCFupyMV6CR,2017-01-01,id
2903560,164,Fix You,Coldplay,3789,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-01-01,id
2903576,180,Adventure Of A Lifetime,Coldplay,3419,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-01,id
2903584,188,Yellow,Coldplay,3284,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-01,id
2903674,78,Hymn For The Weekend,Coldplay,7592,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-02,id
2903687,91,Hymn For The Weekend - Seeb Remix,Coldplay,6850,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-02,id
2903704,108,The Scientist,Coldplay,6088,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-02,id
2903753,157,Up&Up,Coldplay,4561,https://open.spotify.com/track/31L9yLXSj6LpCFupyMV6CR,2017-01-02,id
2903755,159,Fix You,Coldplay,4503,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-01-02,id
2903762,166,Adventure Of A Lifetime,Coldplay,4381,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-02,id
2903775,179,Yellow,Coldplay,4065,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-02,id
2903873,77,Hymn For The Weekend,Coldplay,8596,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-03,id
2903887,91,Hymn For The Weekend - Seeb Remix,Coldplay,7810,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-03,id
2903911,115,The Scientist,Coldplay,6395,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-03,id
2903950,154,Up&Up,Coldplay,5200,https://open.spotify.com/track/31L9yLXSj6LpCFupyMV6CR,2017-01-03,id
2903953,157,Fix You,Coldplay,5095,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-01-03,id
2903978,182,Adventure Of A Lifetime,Coldplay,4598,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-03,id
2904075,79,Hymn For The Weekend,Coldplay,8705,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-04,id
2904094,98,Hymn For The Weekend - Seeb Remix,Coldplay,7643,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-04,id
2904122,126,The Scientist,Coldplay,6137,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-04,id
2904156,160,Fix You,Coldplay,5197,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-01-04,id
2904158,162,Up&Up,Coldplay,5161,https://open.spotify.com/track/31L9yLXSj6LpCFupyMV6CR,2017-01-04,id
2904169,173,Adventure Of A Lifetime,Coldplay,4898,https://open.spotify.com/track/69uxyAqqPIsUyTO8txoP2M,2017-01-04,id
2904176,180,Yellow,Coldplay,4703,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,2017-01-04,id
2904267,71,Hymn For The Weekend,Coldplay,9097,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2017-01-05,id
2904298,102,Hymn For The Weekend - Seeb Remix,Coldplay,7225,https://open.spotify.com/track/1OAiWI2oPmglaOiv9fdioU,2017-01-05,id
2904314,118,The Scientist,Coldplay,6415,https://open.spotify.com/track/75JFxkI2RXiU7L9VXzMkle,2017-01-05,id
2904328,132,Fix You,Coldplay,5840,https://open.spotify.com/track/7LVHVU3tWfcxj5aiPFEW4Q,2017-01-05,id
2904353,157,Up&Up,Coldplay,5230,https://open.spotify.com/track/31L9yLXSj6LpCFupyMV6CR,2017-01-05,id
